"arrival_date","destination_region","destination_city","length_of_stay","has_meal","purpose_trip","sell_price","user_id","partner_geo"
"2019-04-18","Russia","Saint Petersburg","2","1","business","20942","5892","Russia"
"2019-04-27","Western Europe","Paris","8","1","leasure","57949","20967","Russia"
"2019-04-27","Southern Europe","Vicenza","2","0","leasure","7851","20280","CIS"
"2019-04-17","International","Istanbul","6","0","leasure","6311","15968","Western Europe"
"2019-04-17","Russia","Moscow","2","1","business","8517","16294","Russia"
"2019-05-11","International","Prague","4","1","business","56820","7801","Russia"
"2019-04-22","Arabia","Kuwait City","4","1","business","30068","22824","Visegrad Group"
"2019-04-21","International","Kusadasi","2","1","business","4245","35853","International"
"2019-07-14","Western Europe","Paris","4","1","leasure","190760","21581","Western Europe"
"2019-05-02","Russia","Moscow","1","0","business","517","6893","Russia"
"2019-07-12","Southern Europe","Rome","3","1","leasure","13012","28885","Southern Europe"
"2019-07-03","Russia","Kazan","1","1","business","4071","21166","Western Europe"
"2019-06-28","Russia","Saint Petersburg","1","0","leasure","5692","22888","Russia"
"2019-05-10","Western Europe","Asnieres-sur-Seine","27","0","leasure","154844","32248","Russia"
"2019-06-26","Western Europe","Nice","3","1","business","37088","23923","Arabia"
"2019-08-16","Russia","Moscow","2","1","leasure","45878","21473","Russia"
"2019-06-05","International","Prague","2","1","business","17172","20092","Baltic States"
"2019-05-09","Western Europe","Kelsterbach","1","0","business","6029","22873","Western Europe"
"2019-04-16","Russia","Astrakhan","2","1","business","8328","7213","Russia"
"2019-05-08","Western Europe","Liverpool","1","1","business","7996","24763","Western Europe"
"2019-05-23","Western Europe","Amsterdam","2","1","business","47034","24763","Western Europe"
"2019-09-22","Western Europe","Berlin","4","1","business","16792","23782","CIS"
"2019-05-08","Western Europe","Geneva","1","1","business","26034","23778","International"
"2019-04-18","Western Europe","Brussels","1","1","business","10069","30319","International"
"2019-05-09","Western Europe","Geneva","3","0","leasure","56859","21535","Russia"
"2019-04-15","Western Europe","London","1","0","business","3995","18563","International"
"2019-04-19","International","Riga","2","1","leasure","14139","28396","Russia"
"2019-06-02","Russia","Moscow","2","1","business","6888","28837","Russia"
"2019-04-19","Russia","Saint Petersburg","1","0","business","6538","15636","Russia"
"2019-05-16","Western Europe","Cologne","3","1","leasure","36737","26582","Russia"
"2019-04-23","Russia","Moscow","3","1","business","24897","25364","Russia"
"2019-04-23","Russia","Nizhniy Novgorod","1","1","business","3686","14684","Russia"
"2019-04-15","International","Oslo","1","1","leasure","14399","31976","Visegrad Group"
"2019-04-17","CIS","Baku","3","1","business","21063","26582","Russia"
"2019-04-17","Russia","Noyabrsk","2","1","business","4571","14684","Russia"
"2019-04-22","International","Bucharest","2","1","business","29868","26356","CIS"
"2019-04-27","Russia","Sochi","1","0","leasure","1442","6065","Russia"
"2019-05-01","Russia","Sochi","4","0","business","3819","27952","Russia"
"2019-05-01","Western Europe","Dublin","2","0","leasure","206453","19178","International"
"2019-06-17","Western Europe","Zell am See-Kaprun","5","1","business","48901","21768","Arabia"
"2019-06-15","Western Europe","Zurich","3","1","business","46826","15959","International"
"2019-05-09","Western Europe","London","1","0","business","13342","14684","Russia"
"2019-05-10","Western Europe","Lyon","9","1","leasure","60441","5944","Russia"
"2019-05-01","Western Europe","Paris","2","1","business","12576","27072","Visegrad Group"
"2019-04-24","Russia","Moscow","1","1","business","8021","18359","Baltic States"
"2019-04-18","Russia","Moscow","1","1","business","4143","14684","Russia"
"2019-04-21","International","New Delhi","6","1","leasure","69221","6854","Russia"
"2019-04-25","Russia","Kazan","1","1","business","6730","14684","Russia"
"2019-05-28","Russia","Novosibirsk","2","1","business","4266","14684","Russia"
"2019-04-17","Russia","Moscow","1","1","business","5162","23082","Russia"
"2019-04-28","Western Europe","Pantin","6","0","leasure","24817","17481","Russia"
"2019-04-25","Southern Europe","Athens","7","1","leasure","34439","11415","CIS"
"2019-04-22","Russia","Moscow","3","1","business","11043","6854","Russia"
"2019-05-14","International","Helsinki","3","1","business","38137","32380","Southern Europe"
"2019-05-19","International","Kyoto","6","1","leasure","27677","18303","International"
"2019-10-15","Western Europe","Frankfurt","4","1","business","101046","34735","International"
"2019-04-25","CIS","Kyiv","1","1","business","5739","20029","Baltic States"
"2019-04-17","International","Eklingji","1","1","business","6364","5799","Russia"
"2019-04-16","Southern Europe","Zagreb","1","1","business","24636","22905","Russia"
"2019-04-21","Russia","Saint Petersburg","5","1","business","46552","32750","Russia"
"2019-04-16","Russia","Saint Petersburg","2","1","business","4233","7516","Russia"
"2019-05-17","International","Hong Kong","2","1","leasure","42454","32561","Russia"
"2019-04-29","International","Jurmala","1","1","business","2833","21568","Baltic States"
"2019-04-27","Western Europe","Paris","9","1","leasure","94213","6189","Russia"
"2019-06-01","Western Europe","Vienna","2","1","leasure","31113","30924","International"
"2019-04-16","Russia","Moscow","4","1","business","8921","23082","Russia"
"2019-04-16","Russia","Voronezh","10","1","leasure","39199","7516","Russia"
"2019-04-26","International","Las Canas","3","0","leasure","81126","31464","International"
"2019-04-16","Russia","Moscow","1","1","business","4709","5874","Russia"
"2019-04-29","Western Europe","Nice","8","1","leasure","63603","6262","Russia"
"2019-04-27","CIS","Ashgabat","1","1","leasure","14317","23326","Russia"
"2019-04-22","Russia","Moscow","2","1","business","9492","13930","Russia"
"2019-04-30","International","Istanbul","5","1","business","20277","20287","Russia"
"2019-04-17","Russia","Yalta","1","1","business","10434","19800","Russia"
"2019-05-23","Southern Europe","Opatija","2","1","business","13962","29475","Balkans"
"2019-04-17","Southern Europe","Malaga","7","0","leasure","60240","6928","Russia"
"2019-04-17","Russia","Nizhniy Novgorod","2","1","business","6770","7516","Russia"
"2019-04-22","Russia","Moscow","1","1","business","8678","7516","Russia"
"2019-05-15","Western Europe","Munich","3","1","business","53376","10542","Russia"
"2019-04-21","Southern Europe","Barcelona","4","1","business","24498","29356","Southern Europe"
"2019-04-17","Southern Europe","Monza","1","1","business","5452","29356","Southern Europe"
"2019-04-23","Southern Europe","Agerola","2","1","business","9008","29356","Southern Europe"
"2019-08-05","Southern Europe","Valencia","7","0","leasure","37193","29356","Southern Europe"
"2019-05-06","Western Europe","Frankfurt","1","1","business","46415","27464","International"
"2019-12-21","International","New York","5","0","leasure","71402","29356","Southern Europe"
"2019-11-20","Southern Europe","Venice","4","1","business","22463","19043","Baltic States"
"2019-04-23","Russia","Saint Petersburg","3","1","business","20595","13729","Russia"
"2019-05-06","Western Europe","Hamburg","3","1","business","51337","13729","Russia"
"2019-05-08","Western Europe","Liverpool","1","0","business","5379","24763","Western Europe"
"2019-04-30","Southern Europe","Paphos","1","1","business","5597","15393","International"
"2019-04-21","International","Yeosu","4","1","business","17955","7749","Russia"
"2019-05-02","International","Tokyo","4","1","leasure","43600","25252","Russia"
"2019-04-15","CIS","Karaganda","3","1","business","13960","10584","Russia"
"2019-04-22","Russia","Voronezh","2","1","business","6252","14806","Russia"
"2019-04-18","Russia","Yekaterinburg","1","1","business","4160","15316","Russia"
"2019-05-20","International","Prague","11","1","leasure","36347","29721","International"
"2019-04-22","Russia","Kaliningrad","1","1","business","2328","7406","Russia"
"2019-04-16","Russia","Saint Petersburg","1","1","business","3319","10189","Russia"
"2019-05-26","Southern Europe","Milan","4","1","business","14067","11077","CIS"
"2019-04-28","Russia","Petropavlovsk-Kamchatsky","3","1","business","18913","10579","Russia"
"2019-05-26","Western Europe","Zurich","1","1","business","10395","20766","Western Europe"
"2019-04-17","International","Bydgoszcz","1","1","business","4744","22697","Visegrad Group"
"2019-04-17","Russia","Leninskiy","2","1","business","5123","10584","Russia"
"2019-04-16","International","Rzeszow","1","1","business","4425","22697","Visegrad Group"
"2019-05-01","Southern Europe","Venice","2","1","business","36431","16430","CIS"
"2019-04-24","Russia","Yekaterinburg","2","1","business","5149","10579","Russia"
"2019-04-23","International","Bogazkent","22","1","leasure","102536","21767","Western Europe"
"2019-04-22","Russia","Nizhniy Novgorod","1","1","business","1694","6924","Russia"
"2019-07-23","Southern Europe","Barcelona","16","0","leasure","120651","16242","Russia"
"2019-04-29","Russia","Voronezh","1","1","business","2803","33425","Russia"
"2019-04-27","Southern Europe","Rome","9","1","leasure","164250","7266","Russia"
"2019-04-22","Russia","Abakan","2","1","business","6429","11539","Russia"
"2019-05-12","International","Warsaw","3","0","business","37256","11539","Russia"
"2019-04-23","Russia","Grozny","3","1","business","7329","7471","Russia"
"2019-04-18","Western Europe","Munich","4","1","leasure","37074","34054","International"
"2019-04-16","Russia","Moscow","1","1","business","10274","31909","Russia"
"2019-04-16","International","Riga","1","1","business","3815","14806","Russia"
"2019-05-07","Western Europe","Nuremberg","2","0","business","35907","25154","Balkans"
"2019-04-18","Arabia","Dubai","1","1","business","8512","21625","Arabia"
"2019-04-17","International","Riga","1","1","business","2501","34083","Russia"
"2019-04-23","Southern Europe","Bologna","3","1","leasure","19918","18429","Balkans"
"2019-05-12","Russia","Khimki","1","1","business","5010","6361","Russia"
"2019-04-18","Southern Europe","Skaramagkas","4","0","leasure","7633","29100","International"
"2019-04-28","International","Druskininkai","6","1","leasure","43208","6703","Russia"
"2019-05-07","Southern Europe","Rome","2","1","business","42205","29708","Balkans"
"2019-04-23","CIS","Tashkent","3","1","business","14987","6903","Russia"
"2019-05-04","Southern Europe","Athens","10","1","leasure","167877","34342","CIS"
"2019-05-06","Southern Europe","Murcia","3","1","business","17289","35805","Balkans"
"2019-04-22","International","Wuhan","2","1","business","17004","6306","Russia"
"2019-04-21","Russia","Orenburg","9","1","leasure","30839","14546","Russia"
"2019-04-18","Arabia","Sharm El Sheikh","6","1","leasure","108809","21625","Arabia"
"2019-04-17","Russia","Almetyevsk","1","0","business","2023","7471","Russia"
"2019-04-17","Russia","Ufa","1","1","business","31422","7588","Russia"
"2019-06-28","International","Punta Cana","2","1","leasure","34761","25119","International"
"2019-04-21","Southern Europe","Seville","2","1","business","18940","32221","Balkans"
"2019-07-05","Russia","Saint Petersburg","5","1","business","32495","26876","Visegrad Group"
"2019-08-12","International","Vantaa","1","1","leasure","9543","22905","Russia"
"2019-09-18","Russia","Saint Petersburg","5","0","business","117308","18979","Western Europe"
"2019-06-28","International","Prague","6","1","leasure","13644","6189","Russia"
"2019-04-17","Western Europe","The Hague","1","1","business","11256","32221","Balkans"
"2019-08-30","Western Europe","Paris","6","0","leasure","48960","19495","International"
"2019-06-12","International","Hakone","1","1","business","13548","28005","Russia"
"2019-08-17","Russia","Saint Petersburg","4","1","business","12991","7084","Russia"
"2019-08-29","International","Playacar","2","1","business","48689","32990","International"
"2019-08-08","International","Budapest","14","1","leasure","40003","25900","Russia"
"2019-04-29","Western Europe","Amsterdam","1","0","business","9014","29356","Southern Europe"
"2019-05-03","Southern Europe","Bari","2","1","leasure","11995","29356","Southern Europe"
"2019-08-22","Western Europe","Le Mont-Saint-Michel","1","1","business","10315","29356","Southern Europe"
"2019-05-09","Southern Europe","Madrid","7","1","leasure","69664","29356","Southern Europe"
"2019-07-13","Southern Europe","Skiathos","7","0","leasure","49760","29356","Southern Europe"
"2019-04-16","Russia","Perm","1","1","business","5971","22888","Russia"
"2019-04-25","Russia","Moscow","1","0","business","7010","7516","Russia"
"2019-04-15","Russia","Novosibirsk","3","1","business","8968","25576","Russia"
"2019-04-23","CIS","Tashkent","2","1","business","17714","6030","Russia"
"2019-04-17","Russia","Moscow","2","0","business","7660","36102","Russia"
"2019-04-15","Russia","Yekaterinburg","2","1","business","37483","32561","Russia"
"2019-04-16","Russia","Saratov","2","1","business","7556","5787","Russia"
"2019-05-29","Western Europe","Manchester","4","1","business","44817","19449","Baltic States"
"2019-05-15","Russia","Big Gelendzhik","4","1","business","43942","16785","Russia"
"2019-04-18","Southern Europe","Barcelona","2","1","leasure","39311","17896","CIS"
"2019-04-23","Russia","Krasnodar","1","1","leasure","27189","26077","Russia"
"2019-04-16","Western Europe","Zurich","2","1","business","35984","27537","Balkans"
"2019-04-16","Russia","Kemerovo","1","1","business","3459","6903","Russia"
"2019-04-19","Southern Europe","Madrid","3","1","leasure","26657","34750","International"
"2019-06-23","Southern Europe","Barcelona","15","0","leasure","136165","16242","Russia"
"2019-04-16","Russia","Saint Petersburg","1","0","business","3652","16785","Russia"
"2019-05-03","Western Europe","Pantin","16","1","leasure","94397","19546","Russia"
